id_cliente,genero,edad,es_senior,tiene_pareja,tiene_dependientes,meses_antiguedad,servicio_telefono,servicio_internet,soporte_tecnico,tipo_contrato,metodo_pago,factura_electronica,cargo_mensual,cargo_total,tickets_soporte,churn,churn_label
CLI-00953,Femenino,57,0,No,No,33,Si,Fibra optica,No,Mensual,Cheque electronico,No,64.64,2075.7,1,1,Si
CLI-00954,Masculino,30,0,Si,No,50,Si,DSL,No,Anual,Transferencia bancaria,Si,19.99,910.68,1,0,No
CLI-00955,Masculino,65,1,No,No,4,Si,DSL,No,Mensual,Tarjeta credito,No,53.39,196.91,2,0,No
CLI-00956,Femenino,79,1,Si,No,36,Si,Fibra optica,No,Bianual,Cheque por correo,Si,62.36,2416.66,3,0,No
CLI-00957,Masculino,52,0,No,No,28,Si,DSL,Si,Mensual,Cheque electronico,Si,34.86,899.15,2,0,No
CLI-00958,Femenino,36,0,No,Si,3,Si,Fibra optica,No,Anual,Tarjeta credito,No,34.41,94.06,1,1,Si
CLI-00959,Masculino,29,0,Si,No,6,Si,No,No,Anual,Tarjeta credito,Si,35.03,214.31,2,0,No
CLI-00960,Masculino,33,0,No,No,45,Si,DSL,No,Bianual,Transferencia bancaria,Si,55.8,2452.11,2,0,No
CLI-00961,Masculino,76,1,No,No,23,No,Fibra optica,No,Mensual,Transferencia bancaria,Si,101.39,2288.1,1,0,No
CLI-00962,Femenino,60,0,Si,No,7,Si,Fibra optica,No,Bianual,Cheque por correo,Si,95.45,617.41,0,1,Si
CLI-00963,Masculino,27,0,Si,No,61,Si,Fibra optica,No,Mensual,Transferencia bancaria,Si,19.03,1055.0,1,0,No
CLI-00964,Masculino,42,0,Si,No,65,Si,DSL,No,Mensual,Transferencia bancaria,Si,18.98,1323.94,1,0,No
CLI-00965,Masculino,37,0,No,No,6,Si,Fibra optica,Si,Anual,Cheque electronico,Si,25.93,152.14,0,1,Si
CLI-00966,Masculino,48,0,No,No,24,Si,DSL,Si,Anual,Cheque electronico,Si,65.59,1451.41,0,0,No
CLI-00967,Femenino,21,0,Si,Si,37,Si,DSL,No,Mensual,Cheque electronico,No,108.67,3779.75,2,0,No
CLI-00968,Femenino,61,0,No,No,45,Si,Fibra optica,No,Anual,Cheque electronico,No,36.59,1515.78,4,0,No
CLI-00969,Masculino,40,0,No,No,51,Si,DSL,No,Mensual,Tarjeta credito,Si,66.63,3383.24,1,0,No
CLI-00970,Femenino,19,0,No,Si,45,No,DSL,No,Mensual,Transferencia bancaria,No,22.16,1057.73,0,0,No
CLI-00971,Masculino,73,1,No,Si,63,Si,DSL,No,Mensual,Cheque por correo,No,20.07,1237.47,2,0,No
CLI-00972,Masculino,39,0,No,Si,29,No,DSL,No,Bianual,Tarjeta credito,Si,18.76,557.09,2,0,No
CLI-00973,Masculino,68,1,No,No,25,Si,DSL,Si,Anual,Cheque electronico,No,93.14,2410.21,1,0,No
CLI-00974,Femenino,74,1,Si,No,10,Si,DSL,Si,Mensual,Tarjeta credito,No,20.43,212.97,1,0,No
CLI-00975,Femenino,54,0,No,No,35,No,DSL,No,Mensual,Transferencia bancaria,No,45.93,1641.48,3,0,No
CLI-00976,Femenino,25,0,No,No,55,Si,No,No,Mensual,Tarjeta credito,No,83.79,4658.3,3,0,No
CLI-00977,Femenino,24,0,Si,No,25,Si,DSL,Si,Bianual,Cheque electronico,No,81.1,2018.74,0,0,No
CLI-00978,Femenino,31,0,No,No,45,Si,Fibra optica,No,Mensual,Cheque electronico,Si,23.62,1057.29,4,1,Si
CLI-00979,Femenino,73,1,No,Si,12,Si,Fibra optica,Si,Mensual,Cheque por correo,Si,44.18,512.45,1,1,Si
CLI-00980,Femenino,72,1,No,No,4,Si,Fibra optica,No,Mensual,Cheque electronico,Si,83.21,333.14,1,1,Si
CLI-00981,Femenino,20,0,Si,No,67,Si,DSL,No,Anual,Transferencia bancaria,Si,58.01,3870.39,1,0,No
CLI-00982,Femenino,67,1,Si,Si,17,Si,No,Si,Mensual,Cheque electronico,Si,65.51,1073.45,0,0,No
CLI-00983,Masculino,33,0,No,No,65,Si,Fibra optica,Si,Mensual,Cheque por correo,Si,39.12,2441.67,1,0,No
CLI-00984,Femenino,72,1,No,No,53,Si,DSL,Si,Anual,Transferencia bancaria,Si,21.85,1145.56,2,0,No
CLI-00985,Femenino,36,0,Si,Si,57,Si,DSL,Si,Mensual,Cheque por correo,Si,53.21,3216.8,0,0,No
CLI-00986,Femenino,68,1,No,Si,28,Si,Fibra optica,No,Anual,Cheque electronico,Si,87.66,2330.63,0,1,Si
CLI-00987,Femenino,35,0,No,Si,16,Si,No,No,Mensual,Tarjeta credito,No,96.19,1645.36,0,0,No
CLI-00988,Femenino,69,1,Si,No,21,Si,Fibra optica,No,Mensual,Cheque electronico,Si,78.44,1721.02,1,0,No
CLI-00989,Femenino,33,0,Si,No,42,Si,Fibra optica,No,Mensual,Cheque electronico,Si,58.11,2324.39,2,0,No
CLI-00990,Femenino,25,0,Si,No,54,No,DSL,No,Anual,Transferencia bancaria,Si,77.48,3777.1,4,0,No
CLI-00991,Femenino,77,1,No,Si,32,Si,Fibra optica,No,Mensual,Transferencia bancaria,No,89.91,2633.61,0,0,No
CLI-00992,Femenino,50,0,Si,No,38,Si,DSL,Si,Mensual,Transferencia bancaria,No,95.04,3888.07,2,0,No
CLI-00993,Femenino,66,1,Si,No,70,No,Fibra optica,Si,Mensual,Tarjeta credito,Si,27.64,2053.57,3,0,No
CLI-00994,Femenino,29,0,Si,Si,38,Si,DSL,No,Mensual,Tarjeta credito,Si,99.9,3704.77,1,1,Si
CLI-00995,Masculino,79,1,Si,No,54,Si,DSL,No,Mensual,Cheque electronico,No,24.47,1205.55,0,1,Si
CLI-00996,Masculino,70,1,Si,No,60,Si,Fibra optica,No,Anual,Cheque por correo,No,106.79,6806.11,0,0,No
CLI-00997,Femenino,28,0,Si,No,47,Si,Fibra optica,Si,Mensual,Transferencia bancaria,Si,58.01,2593.0,2,0,No
CLI-00998,Femenino,22,0,No,Si,12,No,DSL,Si,Mensual,Tarjeta credito,No,73.79,965.73,3,0,No
CLI-00999,Masculino,44,0,No,Si,53,Si,No,No,Mensual,Transferencia bancaria,Si,47.58,2533.29,0,1,Si
CLI-01000,Femenino,29,0,Si,No,33,Si,DSL,No,Mensual,Cheque por correo,Si,61.52,2117.53,0,0,No
CLI-01001,Masculino,34,0,Si,No,28,Si,Fibra optica,No,Mensual,Transferencia bancaria,No,104.21,2895.6,2,0,No
CLI-01002,Masculino,23,0,No,No,3,Si,Fibra optica,Si,Mensual,Cheque por correo,Si,48.16,130.83,3,1,Si
CLI-01003,Masculino,50,0,Si,No,26,Si,Fibra optica,No,Mensual,Tarjeta credito,No,75.55,1792.69,2,0,No
CLI-01004,Masculino,22,0,Si,No,54,Si,No,No,Bianual,Cheque electronico,Si,84.0,4967.81,0,0,No
CLI-01005,Masculino,74,1,Si,No,40,Si,DSL,Si,Anual,Tarjeta credito,Si,32.93,1294.08,0,0,No
CLI-01006,Femenino,45,0,Si,No,66,Si,DSL,Si,Mensual,Transferencia bancaria,Si,97.34,6017.35,3,0,No
CLI-01007,Masculino,31,0,No,No,68,Si,Fibra optica,No,Anual,Transferencia bancaria,Si,119.9,8512.42,0,0,No
CLI-01008,Femenino,22,0,Si,No,47,Si,DSL,No,Bianual,Cheque por correo,Si,33.82,1711.04,2,0,No
CLI-01009,Femenino,71,1,No,No,2,Si,DSL,Si,Mensual,Cheque electronico,Si,96.32,183.66,1,0,No
CLI-01010,Masculino,73,1,Si,No,42,Si,Fibra optica,No,Mensual,Tarjeta credito,Si,33.0,1405.72,2,0,No
CLI-01011,Masculino,76,1,Si,No,34,Si,Fibra optica,No,Bianual,Cheque electronico,Si,114.93,3708.63,2,0,No
CLI-01012,Femenino,50,0,No,No,21,Si,Fibra optica,No,Anual,Cheque electronico,Si,59.92,1339.49,0,1,Si
CLI-01013,Masculino,79,1,Si,Si,44,Si,DSL,No,Anual,Cheque electronico,No,117.95,4760.91,2,0,No
CLI-01014,Masculino,67,1,No,No,2,Si,DSL,No,Anual,Cheque electronico,No,24.93,48.59,2,0,No
CLI-01015,Femenino,65,1,Si,No,59,Si,DSL,No,Mensual,Cheque por correo,Si,98.68,5682.27,2,1,Si
CLI-01016,Femenino,58,0,No,No,16,Si,Fibra optica,No,Anual,Cheque electronico,Si,66.28,1089.52,3,0,No
CLI-01017,Masculino,36,0,Si,No,20,Si,DSL,No,Anual,Transferencia bancaria,No,47.53,889.42,1,0,No
CLI-01018,Femenino,39,0,No,No,26,Si,No,No,Mensual,Transferencia bancaria,No,94.28,2439.03,4,0,No
CLI-01019,Masculino,22,0,Si,No,16,Si,DSL,No,Anual,Tarjeta credito,Si,82.8,1338.59,2,0,No
CLI-01020,Masculino,76,1,No,No,70,Si,No,Si,Bianual,Cheque electronico,Si,110.09,8308.75,0,0,No
CLI-01021,Masculino,19,0,Si,Si,23,Si,Fibra optica,No,Anual,Cheque electronico,No,43.38,1003.06,1,0,No
CLI-01022,Femenino,47,0,No,No,42,Si,DSL,Si,Mensual,Cheque electronico,Si,113.85,4429.69,1,1,Si
CLI-01023,Femenino,64,0,Si,No,37,Si,DSL,No,Anual,Transferencia bancaria,Si,83.47,2842.14,0,0,No
CLI-01024,Femenino,56,0,No,No,72,No,DSL,No,Mensual,Cheque por correo,No,63.94,4994.2,2,1,Si
CLI-01025,Femenino,21,0,Si,No,6,Si,Fibra optica,No,Bianual,Cheque por correo,Si,23.42,154.0,1,0,No
CLI-01026,Femenino,50,0,Si,Si,37,Si,Fibra optica,No,Anual,Cheque por correo,Si,96.05,3317.19,1,0,No
CLI-01027,Masculino,30,0,No,No,22,Si,Fibra optica,Si,Mensual,Cheque electronico,No,105.56,2439.06,0,0,No
CLI-01028,Masculino,37,0,Si,No,6,Si,Fibra optica,No,Mensual,Cheque electronico,Si,100.58,573.39,3,0,No
CLI-01029,Masculino,71,1,Si,Si,32,Si,Fibra optica,Si,Anual,Tarjeta credito,No,93.04,3175.52,0,0,No
CLI-01030,Masculino,24,0,No,No,17,No,Fibra optica,No,Mensual,Cheque electronico,No,116.88,1826.66,2,1,Si
CLI-01031,Femenino,32,0,No,No,38,Si,DSL,Si,Mensual,Tarjeta credito,Si,104.61,3925.19,1,0,No
CLI-01032,Masculino,40,0,Si,Si,17,Si,No,Si,Mensual,Tarjeta credito,No,112.64,1951.67,2,0,No
CLI-01033,Femenino,31,0,No,Si,37,Si,No,No,Bianual,Cheque por correo,Si,92.51,3664.18,1,0,No
CLI-01034,Masculino,40,0,No,No,23,Si,No,No,Mensual,Tarjeta credito,No,101.66,2505.0,2,0,No
CLI-01035,Femenino,36,0,Si,No,49,Si,DSL,Si,Anual,Cheque electronico,Si,47.49,2180.08,2,0,No
CLI-01036,Femenino,71,1,No,No,61,No,No,No,Mensual,Cheque electronico,Si,86.23,5751.44,1,0,No
CLI-01037,Masculino,46,0,No,No,49,Si,No,No,Mensual,Cheque electronico,No,38.96,1961.94,2,0,No
CLI-01038,Masculino,73,1,No,No,61,Si,Fibra optica,No,Mensual,Cheque electronico,No,25.07,1577.83,5,1,Si
CLI-01039,Masculino,37,0,Si,No,32,Si,Fibra optica,No,Mensual,Cheque electronico,Si,77.08,2658.45,2,0,No
CLI-01040,Masculino,46,0,No,No,63,Si,No,No,Bianual,Cheque por correo,No,97.86,5943.6,2,0,No
CLI-01041,Femenino,41,0,Si,No,7,Si,No,Si,Bianual,Cheque electronico,Si,26.44,181.94,0,0,No
CLI-01042,Masculino,35,0,Si,Si,22,Si,Fibra optica,No,Mensual,Cheque por correo,No,36.49,880.65,1,1,Si
CLI-01043,Masculino,27,0,Si,No,6,Si,Fibra optica,Si,Mensual,Cheque electronico,No,27.48,148.94,0,0,No
CLI-01044,Femenino,58,0,No,No,61,Si,No,Si,Bianual,Cheque electronico,Si,82.69,5414.49,2,0,No
CLI-01045,Masculino,74,1,No,Si,14,Si,DSL,No,Mensual,Transferencia bancaria,No,26.11,390.58,1,0,No
CLI-01046,Masculino,25,0,No,No,16,Si,DSL,No,Mensual,Transferencia bancaria,No,27.52,419.4,1,0,No
CLI-01047,Masculino,43,0,No,No,3,Si,No,No,Mensual,Tarjeta credito,No,44.95,143.53,2,0,No
CLI-01048,Masculino,79,1,Si,No,9,Si,No,Si,Anual,Tarjeta credito,No,45.56,396.12,1,1,Si
CLI-01049,Masculino,46,0,Si,No,47,Si,No,Si,Mensual,Transferencia bancaria,Si,74.87,3609.66,1,0,No
CLI-01050,Femenino,27,0,Si,No,42,Si,Fibra optica,No,Anual,Transferencia bancaria,Si,21.28,884.26,3,0,No
CLI-01051,Masculino,34,0,Si,No,42,No,Fibra optica,No,Mensual,Cheque electronico,No,80.77,3121.85,2,0,No
CLI-01052,Masculino,19,0,No,Si,23,Si,No,No,Mensual,Cheque por correo,No,59.99,1488.87,1,0,No
CLI-01053,Masculino,23,0,No,No,3,Si,DSL,No,Mensual,Cheque por correo,Si,36.23,109.67,1,1,Si
CLI-01054,Masculino,75,1,Si,No,1,Si,Fibra optica,No,Bianual,Cheque por correo,No,84.64,84.33,0,1,Si
CLI-01055,Masculino,22,0,Si,No,67,Si,Fibra optica,No,Bianual,Transferencia bancaria,No,51.63,3721.76,0,0,No
CLI-01056,Femenino,45,0,Si,Si,71,Si,DSL,No,Anual,Tarjeta credito,Si,102.4,7020.33,2,0,No
CLI-01057,Masculino,79,1,Si,No,3,Si,DSL,No,Mensual,Transferencia bancaria,Si,118.92,361.78,1,0,No
CLI-01058,Femenino,58,0,No,No,49,Si,Fibra optica,No,Mensual,Cheque electronico,Si,97.46,5140.65,0,1,Si
CLI-01059,Femenino,22,0,No,No,67,Si,Fibra optica,No,Mensual,Cheque por correo,Si,93.78,6085.82,1,0,No
CLI-01060,Masculino,35,0,No,No,55,Si,DSL,No,Mensual,Transferencia bancaria,No,54.23,3157.75,0,0,No
CLI-01061,Masculino,43,0,Si,No,4,Si,Fibra optica,No,Bianual,Cheque por correo,Si,72.53,290.95,2,0,No
CLI-01062,Masculino,37,0,Si,No,31,Si,Fibra optica,No,Mensual,Cheque electronico,No,23.37,674.88,1,0,No
CLI-01063,Masculino,58,0,Si,Si,66,Si,Fibra optica,Si,Anual,Tarjeta credito,Si,92.19,5525.48,3,0,No
CLI-01064,Femenino,66,1,No,No,64,Si,DSL,No,Mensual,Tarjeta credito,Si,86.85,5810.45,2,0,No
CLI-01065,Masculino,44,0,No,Si,31,Si,Fibra optica,No,Anual,Transferencia bancaria,Si,45.47,1342.44,1,0,No
CLI-01066,Masculino,66,1,Si,No,63,Si,DSL,No,Anual,Cheque electronico,No,72.48,4854.58,1,0,No
CLI-01067,Masculino,29,0,No,No,66,Si,DSL,No,Mensual,Cheque por correo,Si,87.29,5402.71,0,0,No
CLI-01068,Masculino,24,0,No,No,31,No,DSL,Si,Mensual,Cheque por correo,No,55.53,1744.79,2,0,No
CLI-01069,Masculino,76,1,No,No,47,Si,Fibra optica,No,Mensual,Cheque por correo,Si,92.01,3972.86,3,0,No
CLI-01070,Masculino,20,0,No,No,22,Si,DSL,No,Bianual,Cheque electronico,Si,99.26,2286.69,0,1,Si
CLI-01071,Femenino,27,0,No,Si,46,Si,DSL,No,Mensual,Cheque por correo,Si,40.8,1976.53,3,0,No
CLI-01072,Femenino,51,0,No,No,58,Si,DSL,No,Mensual,Transferencia bancaria,Si,48.73,3061.8,1,0,No
CLI-01073,Masculino,42,0,Si,No,61,Si,No,Si,Bianual,Tarjeta credito,Si,58.96,3640.7,3,0,No
CLI-01074,Masculino,52,0,Si,No,46,No,No,Si,Mensual,Transferencia bancaria,Si,42.04,1781.62,2,0,No
CLI-01075,Masculino,33,0,Si,No,1,Si,DSL,No,Mensual,Tarjeta credito,Si,97.11,103.48,1,0,No
CLI-01076,Femenino,19,0,Si,No,25,Si,DSL,No,Mensual,Tarjeta credito,Si,76.33,1837.22,0,0,No
CLI-01077,Masculino,77,1,No,No,61,Si,No,No,Mensual,Cheque por correo,Si,56.77,3739.73,1,1,Si
CLI-01078,Femenino,41,0,No,Si,14,Si,DSL,No,Mensual,Transferencia bancaria,Si,19.64,301.24,2,0,No
CLI-01079,Masculino,27,0,Si,No,45,Si,DSL,No,Bianual,Cheque electronico,No,51.24,2136.32,4,0,No
CLI-01080,Masculino,55,0,No,No,39,Si,DSL,No,Mensual,Cheque por correo,Si,103.32,3693.39,1,0,No
CLI-01081,Masculino,39,0,Si,Si,66,Si,No,No,Mensual,Cheque electronico,Si,93.84,6685.95,3,1,Si
CLI-01082,Masculino,43,0,Si,No,32,Si,Fibra optica,No,Mensual,Cheque electronico,No,24.87,859.33,2,1,Si
CLI-01083,Femenino,60,0,Si,No,58,No,DSL,No,Mensual,Tarjeta credito,Si,99.75,5884.08,1,1,Si
CLI-01084,Femenino,72,1,Si,No,56,Si,DSL,No,Mensual,Tarjeta credito,Si,36.26,2188.18,2,0,No
CLI-01085,Masculino,56,0,Si,No,6,No,No,Si,Mensual,Cheque electronico,Si,118.68,773.39,0,1,Si
CLI-01086,Masculino,44,0,No,No,67,Si,Fibra optica,No,Mensual,Cheque por correo,No,106.59,7220.64,1,1,Si
CLI-01087,Femenino,46,0,Si,Si,50,Si,Fibra optica,Si,Mensual,Cheque por correo,No,111.15,5764.83,3,0,No
CLI-01088,Femenino,64,0,No,Si,38,Si,DSL,Si,Mensual,Cheque por correo,Si,96.48,3749.52,0,1,Si
CLI-01089,Femenino,55,0,Si,No,3,Si,Fibra optica,No,Mensual,Cheque electronico,Si,90.5,253.83,1,0,No
CLI-01090,Femenino,37,0,Si,Si,5,Si,DSL,No,Mensual,Transferencia bancaria,Si,42.93,211.91,0,0,No
CLI-01091,Masculino,44,0,Si,No,24,Si,No,No,Mensual,Cheque por correo,No,77.81,1935.18,2,0,No
CLI-01092,Femenino,58,0,No,No,54,Si,DSL,No,Mensual,Cheque electronico,No,89.04,4914.2,1,0,No
CLI-01093,Masculino,71,1,Si,No,34,Si,DSL,No,Anual,Transferencia bancaria,Si,47.38,1519.13,4,0,No
CLI-01094,Femenino,37,0,No,No,39,Si,Fibra optica,No,Anual,Tarjeta credito,Si,58.63,2473.96,0,0,No
CLI-01095,Femenino,61,0,No,No,48,Si,No,No,Anual,Tarjeta credito,Si,114.6,5813.32,1,0,No
CLI-01096,Femenino,36,0,No,No,49,No,Fibra optica,No,Bianual,Transferencia bancaria,No,59.61,2668.79,1,0,No
CLI-01097,Femenino,37,0,No,No,34,Si,DSL,No,Bianual,Cheque electronico,Si,50.17,1652.59,2,0,No
CLI-01098,Femenino,52,0,Si,No,7,Si,Fibra optica,No,Mensual,Transferencia bancaria,No,28.94,222.66,1,1,Si
CLI-01099,Masculino,64,0,Si,No,18,No,Fibra optica,No,Mensual,Tarjeta credito,Si,52.82,929.81,2,0,No
CLI-01100,Masculino,19,0,Si,Si,70,Si,Fibra optica,No,Bianual,Cheque por correo,No,80.44,5814.85,0,0,No
CLI-01101,Femenino,47,0,No,No,34,Si,Fibra optica,No,Mensual,Tarjeta credito,Si,33.07,1034.58,2,0,No
CLI-01102,Femenino,70,1,Si,No,51,Si,DSL,No,Anual,Cheque electronico,Si,79.74,3912.96,2,1,Si
CLI-01103,Masculino,51,0,Si,No,68,Si,Fibra optica,No,Bianual,Transferencia bancaria,Si,93.6,6851.14,0,0,No
CLI-01104,Femenino,39,0,No,No,14,Si,DSL,No,Anual,Cheque electronico,No,96.36,1351.88,2,0,No
CLI-01105,Femenino,20,0,Si,No,69,Si,No,Si,Mensual,Tarjeta credito,Si,118.45,8704.48,3,0,No
CLI-01106,Masculino,23,0,No,No,8,Si,Fibra optica,Si,Anual,Cheque electronico,Si,62.33,449.54,3,1,Si
CLI-01107,Femenino,32,0,No,Si,15,Si,Fibra optica,No,Mensual,Cheque electronico,No,21.31,330.27,0,1,Si
CLI-01108,Femenino,44,0,Si,No,59,Si,DSL,No,Bianual,Transferencia bancaria,No,105.18,5957.31,2,0,No
CLI-01109,Masculino,27,0,Si,Si,11,Si,DSL,No,Mensual,Cheque por correo,No,26.52,312.77,1,1,Si
CLI-01110,Masculino,26,0,Si,No,20,Si,Fibra optica,No,Mensual,Tarjeta credito,Si,105.89,2305.88,0,0,No
CLI-01111,Masculino,50,0,No,No,55,Si,DSL,No,Anual,Cheque por correo,No,118.24,6747.22,2,0,No
CLI-01112,Femenino,49,0,No,Si,36,Si,No,Si,Mensual,Tarjeta credito,No,110.5,3696.42,2,0,No
CLI-01113,Masculino,65,1,No,Si,14,Si,Fibra optica,Si,Mensual,Cheque electronico,No,116.33,1618.23,1,0,No
CLI-01114,Masculino,23,0,No,No,58,Si,DSL,No,Mensual,Transferencia bancaria,No,20.38,1173.65,1,0,No
CLI-01115,Masculino,58,0,No,Si,38,Si,DSL,No,Mensual,Tarjeta credito,Si,19.16,776.18,1,0,No
CLI-01116,Masculino,76,1,Si,Si,1,Si,Fibra optica,No,Bianual,Cheque por correo,Si,39.45,39.14,0,0,No
CLI-01117,Masculino,53,0,Si,No,65,Si,DSL,Si,Mensual,Tarjeta credito,Si,99.47,6249.13,2,1,Si
CLI-01118,Masculino,76,1,No,No,1,Si,Fibra optica,Si,Mensual,Transferencia bancaria,No,27.12,27.72,3,0,No
CLI-01119,Femenino,77,1,Si,No,60,Si,Fibra optica,No,Anual,Cheque por correo,Si,94.14,5814.56,1,0,No
CLI-01120,Femenino,19,0,Si,No,25,Si,DSL,Si,Mensual,Cheque por correo,Si,19.28,511.88,0,1,Si
CLI-01121,Masculino,46,0,No,Si,10,Si,Fibra optica,No,Mensual,Tarjeta credito,No,92.57,999.84,0,0,No
CLI-01122,Masculino,21,0,Si,No,50,Si,Fibra optica,Si,Mensual,Tarjeta credito,No,43.51,2345.17,0,0,No
CLI-01123,Masculino,18,0,No,No,12,Si,No,No,Mensual,Cheque por correo,No,62.92,774.18,0,1,Si
CLI-01124,Femenino,36,0,No,No,32,Si,Fibra optica,No,Mensual,Cheque electronico,No,117.6,3781.47,0,0,No
CLI-01125,Femenino,43,0,Si,No,33,Si,Fibra optica,Si,Mensual,Cheque electronico,Si,74.28,2598.91,0,0,No
CLI-01126,Femenino,42,0,No,No,72,Si,DSL,No,Anual,Cheque por correo,No,25.61,1772.67,1,0,No
CLI-01127,Femenino,27,0,Si,No,26,Si,Fibra optica,No,Mensual,Cheque electronico,No,107.06,2927.15,5,1,Si
CLI-01128,Femenino,70,1,Si,Si,42,Si,DSL,Si,Bianual,Cheque por correo,No,51.01,2145.04,0,0,No
CLI-01129,Femenino,32,0,Si,Si,50,Si,Fibra optica,No,Anual,Tarjeta credito,No,77.71,3593.04,2,0,No
CLI-01130,Femenino,76,1,Si,No,61,Si,DSL,No,Mensual,Cheque por correo,No,90.6,5806.1,4,1,Si
CLI-01131,Femenino,39,0,No,Si,41,No,Fibra optica,Si,Bianual,Transferencia bancaria,Si,97.31,4108.18,4,0,No
CLI-01132,Femenino,68,1,Si,No,57,Si,DSL,Si,Mensual,Cheque electronico,Si,62.11,3244.6,2,0,No
CLI-01133,Masculino,65,1,Si,No,2,Si,Fibra optica,Si,Bianual,Transferencia bancaria,No,96.85,191.78,1,0,No
CLI-01134,Masculino,38,0,Si,Si,70,Si,Fibra optica,No,Mensual,Cheque por correo,Si,29.92,2088.74,0,1,Si
CLI-01135,Masculino,76,1,No,No,31,Si,Fibra optica,No,Mensual,Cheque por correo,Si,71.62,2288.39,1,0,No
CLI-01136,Masculino,73,1,No,Si,23,Si,No,Si,Bianual,Transferencia bancaria,No,20.23,481.9,3,0,No
CLI-01137,Femenino,39,0,Si,No,54,No,Fibra optica,No,Bianual,Cheque electronico,Si,59.44,3011.09,0,0,No
CLI-01138,Femenino,53,0,Si,No,28,Si,DSL,Si,Mensual,Cheque por correo,Si,55.21,1401.71,1,0,No
CLI-01139,Masculino,51,0,Si,No,19,Si,Fibra optica,No,Mensual,Tarjeta credito,Si,117.77,2369.24,0,0,No
CLI-01140,Femenino,47,0,Si,No,48,Si,Fibra optica,Si,Bianual,Cheque electronico,No,58.58,3082.67,0,0,No
CLI-01141,Masculino,42,0,No,Si,2,Si,No,No,Anual,Tarjeta credito,Si,110.52,240.52,4,1,Si
CLI-01142,Femenino,62,0,No,No,11,Si,No,No,Mensual,Transferencia bancaria,Si,62.4,686.51,2,1,Si
CLI-01143,Masculino,45,0,Si,No,44,Si,DSL,No,Mensual,Cheque por correo,No,72.41,3204.48,2,0,No
CLI-01144,Femenino,18,0,Si,No,59,Si,No,No,Bianual,Cheque por correo,Si,53.77,3445.62,1,0,No
CLI-01145,Femenino,66,1,Si,No,59,Si,DSL,Si,Bianual,Transferencia bancaria,Si,83.28,4956.9,0,0,No
CLI-01146,Masculino,62,0,No,No,38,Si,Fibra optica,Si,Bianual,Cheque por correo,Si,93.39,3391.01,2,0,No
CLI-01147,Femenino,21,0,Si,No,25,Si,DSL,No,Mensual,Tarjeta credito,No,98.69,2554.88,4,0,No
CLI-01148,Masculino,24,0,No,No,21,Si,DSL,No,Anual,Cheque electronico,No,88.78,1855.88,3,1,Si
CLI-01149,Masculino,66,1,No,Si,42,Si,No,No,Mensual,Transferencia bancaria,Si,51.65,2292.95,2,1,Si
CLI-01150,Masculino,26,0,Si,No,36,Si,Fibra optica,No,Anual,Tarjeta credito,No,51.72,1967.42,2,0,No
CLI-01151,Masculino,53,0,No,No,9,Si,No,No,Anual,Cheque electronico,Si,53.49,523.38,2,0,No
CLI-01152,Femenino,36,0,No,No,12,Si,DSL,No,Mensual,Tarjeta credito,No,21.86,243.32,2,0,No
CLI-01153,Femenino,18,0,No,Si,10,Si,Fibra optica,Si,Anual,Cheque por correo,Si,114.19,1146.77,2,0,No
CLI-01154,Femenino,27,0,Si,No,59,Si,Fibra optica,No,Mensual,Cheque electronico,No,37.96,2367.69,1,0,No
CLI-01155,Masculino,53,0,Si,Si,5,No,DSL,Si,Mensual,Cheque por correo,No,34.24,168.97,2,0,No
CLI-01156,Femenino,26,0,No,No,33,Si,DSL,No,Mensual,Cheque electronico,No,74.34,2515.47,0,0,No
CLI-01157,Masculino,62,0,No,No,69,Si,DSL,No,Anual,Cheque electronico,Si,22.84,1675.89,2,0,No
CLI-01158,Femenino,63,0,No,No,63,Si,No,No,Mensual,Cheque electronico,Si,103.46,6483.26,1,1,Si
CLI-01159,Femenino,59,0,No,No,29,Si,Fibra optica,No,Mensual,Cheque electronico,No,107.37,3056.61,1,0,No
CLI-01160,Femenino,49,0,No,Si,18,Si,Fibra optica,No,Mensual,Cheque electronico,Si,58.58,987.07,1,0,No
CLI-01161,Masculino,49,0,No,Si,6,Si,DSL,No,Anual,Cheque electronico,No,117.08,748.08,1,1,Si
CLI-01162,Femenino,23,0,Si,No,53,Si,DSL,No,Mensual,Cheque electronico,Si,51.07,2866.83,5,0,No
CLI-01163,Femenino,65,1,No,Si,32,Si,Fibra optica,No,Bianual,Tarjeta credito,Si,44.54,1494.59,5,0,No
CLI-01164,Masculino,55,0,No,No,42,No,No,No,Bianual,Tarjeta credito,Si,118.95,4889.3,3,0,No
CLI-01165,Femenino,34,0,No,Si,47,Si,Fibra optica,No,Mensual,Tarjeta credito,Si,43.53,2079.95,0,1,Si
CLI-01166,Masculino,27,0,No,No,31,Si,Fibra optica,No,Anual,Cheque electronico,No,63.31,1815.02,4,1,Si
CLI-01167,Femenino,67,1,Si,No,62,Si,Fibra optica,No,Mensual,Cheque electronico,No,80.41,4805.47,3,0,No
CLI-01168,Masculino,44,0,No,No,56,Si,No,Si,Mensual,Cheque electronico,No,50.9,2813.65,2,1,Si
CLI-01169,Masculino,71,1,No,No,11,No,Fibra optica,No,Mensual,Cheque por correo,No,57.19,571.66,5,0,No
